evse_id,postal_cod,latitude,longitude,port_type,ZCTA5CE10,AFFGEOID10,GEOID10,ALAND10,AWATER10
107429.000000000000000,64108.000000000000000,39.084522000000000,-94.575974000000002,Level 2,"64108",8600000US64108,"64108","9405486","4803"
107577.000000000000000,64158.000000000000000,39.242255999999998,-94.461196999999999,Level 2,"64158",8600000US64158,"64158","7845421","5816"
107581.000000000000000,64154.000000000000000,39.251990999999997,-94.654792999999998,Level 2,"64154",8600000US64154,"64154","36046647","115690"
108125.000000000000000,64151.000000000000000,39.244228000000000,-94.600730999999996,Level 2,"64118",8600000US64118,"64118","33176566","42790"
108151.000000000000000,64101.000000000000000,39.106495000000002,-94.594093000000001,Level 2,"64101",8600000US64101,"64101","1034828","0"
108155.000000000000000,64139.000000000000000,38.947254000000001,-94.408890000000000,Level 2,"64065",8600000US64065,"64065","1857013","20042"
108167.000000000000000,64129.000000000000000,39.049522000000003,-94.482024999999993,Level 2,"64129",8600000US64129,"64129","26844727","165701"
108375.000000000000000,64145.000000000000000,38.886443999999997,-94.605568000000005,Level 2,"64145",8600000US64145,"64145","17067411","144490"
108377.000000000000000,64153.000000000000000,39.302273000000000,-94.686858999999998,Level 2,"64153",8600000US64153,"64153","94859574","986260"
108405.000000000000000,64108.000000000000000,39.080460000000002,-94.581505000000007,Level 2,"64108",8600000US64108,"64108","9405486","4803"
108415.000000000000000,64153.000000000000000,39.312427999999997,-94.702376999999998,Level 2,"64153",8600000US64153,"64153","94859574","986260"
108419.000000000000000,64108.000000000000000,39.078327000000002,-94.579414000000000,Level 2,"64108",8600000US64108,"64108","9405486","4803"
108421.000000000000000,64153.000000000000000,39.317386999999997,-94.698340999999999,Level 2,"64153",8600000US64153,"64153","94859574","986260"
108475.000000000000000,64156.000000000000000,39.256016000000002,-94.546088999999995,Level 2,"64156",8600000US64156,"64156","36638754","25525"
108479.000000000000000,64153.000000000000000,39.317360000000001,-94.698311000000004,Level 2,"64153",8600000US64153,"64153","94859574","986260"
108973.000000000000000,64108.000000000000000,39.080460000000002,-94.581444000000005,Level 2,"64108",8600000US64108,"64108","9405486","4803"
108993.000000000000000,64108.000000000000000,39.082211000000001,-94.582053999999999,Level 2,"64108",8600000US64108,"64108","9405486","4803"
108995.000000000000000,64134.000000000000000,38.941357000000004,-94.468520999999996,Level 2,"64134",8600000US64134,"64134","30855672","2244001"
108999.000000000000000,64151.000000000000000,39.210769999999997,-94.642516999999998,Level 2,"64151",8600000US64151,"64151","34104654","532083"
109557.000000000000000,64133.000000000000000,39.004272000000000,-94.485839999999996,Level 2,"64133",8600000US64133,"64133","43132780","234135"
